FirstLast,Year,YearsPlayed,Gender,fuzz_ratio,fuzz_pratio,fuzz_tokensort,fuzz_tokenset,fuzz_wratio,tennis_yn,School_yn,SameName_yn,SameTennis_yn,Decade,prediction
David HUSKEY,1980.0,1.0,1,58.0,58.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Dale De La TORRE,1980.0,1.0,1,62.0,62.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
William BRADY,1980.0,3.0,1,43.0,50.0,43.0,78.0,78.0,0.0,0.0,0.0,0.0,1980.0,0.0
James CHUD,1980.0,1.0,1,70.0,70.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
William KERR,1980.0,1.0,1,14.0,17.0,21.0,21.0,29.0,0.0,0.0,0.0,0.0,1980.0,0.0
Todd HILLMAN,1980.0,2.0,1,16.0,17.0,48.0,48.0,46.0,0.0,0.0,0.0,0.0,1980.0,0.0
Andrew FLEMING,1980.0,2.0,1,57.0,57.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
William LAFFER,1980.0,1.0,1,40.0,45.0,48.0,80.0,80.0,0.0,0.0,0.0,0.0,1980.0,0.0
Douglas KELLY,1981.0,1.0,1,54.0,70.0,100.0,100.0,95.0,0.0,0.0,0.0,0.0,1980.0,0.0
Michael SICULAR,1981.0,1.0,1,52.0,53.0,45.0,71.0,71.0,0.0,0.0,0.0,0.0,1980.0,0.0
Steven SORSCHER,1981.0,1.0,1,34.0,36.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,1980.0,0.0
Malcolm WHITMAN,1981.0,1.0,1,20.0,20.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,1.0
John STIEPEL,1981.0,4.0,1,44.0,50.0,92.0,100.0,95.0,1.0,0.0,0.0,1.0,1980.0,1.0
Stewart HUDSON,1981.0,3.0,1,50.0,50.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,1980.0,1.0
Thomas SIMCIK,1981.0,3.0,1,62.0,62.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Keith RUDMAN,1981.0,3.0,1,42.0,42.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,1980.0,1.0
James BRODER,1981.0,1.0,1,29.0,33.0,64.0,67.0,64.0,0.0,0.0,0.0,0.0,1980.0,0.0
Steven EPSTEIN,1981.0,2.0,1,51.0,57.0,80.0,100.0,86.0,0.0,0.0,0.0,0.0,1980.0,0.0
Edward LAZARUS,1981.0,2.0,1,33.0,40.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,1980.0,0.0
Francis STEEL,1981.0,2.0,1,62.0,62.0,69.0,70.0,69.0,0.0,0.0,0.0,0.0,1980.0,0.0
Robert GOULD,1981.0,2.0,1,67.0,67.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,1980.0,1.0
Lewis CHODISH,1981.0,2.0,1,54.0,54.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,1980.0,0.0
James MURPHY,1981.0,1.0,1,58.0,58.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Michael SIRCULAR,1981.0,1.0,1,21.0,23.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,1980.0,0.0
David GERGER,1982.0,1.0,1,58.0,58.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Hunter REISNER,1982.0,1.0,1,57.0,57.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Clare DRAPER,1982.0,3.0,1,58.0,58.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Alberto FRANCO,1982.0,4.0,1,64.0,64.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Harold WROBEL,1982.0,2.0,1,46.0,46.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Steven ZUCKERMAN,1982.0,2.0,1,45.0,47.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,1980.0,0.0
David LABRIOLA,1982.0,2.0,1,50.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Stephen PROTHERO,1982.0,2.0,1,56.0,56.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
William McAFEE,1982.0,2.0,1,67.0,80.0,75.0,82.0,78.0,0.0,0.0,0.0,0.0,1980.0,0.0
Mercer BULLARD,1983.0,1.0,1,57.0,57.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
David JORDAN,1983.0,1.0,1,48.0,58.0,83.0,100.0,95.0,0.0,0.0,0.0,0.0,1980.0,0.0
Michael CAVALLON,1983.0,2.0,1,20.0,25.0,34.0,34.0,40.0,0.0,0.0,0.0,0.0,1980.0,0.0
Charles NEUHAUS,1983.0,2.0,1,53.0,53.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,1980.0,0.0
Richard CREWS,1983.0,2.0,1,41.0,46.0,67.0,67.0,64.0,0.0,0.0,0.0,0.0,1980.0,0.0
Neil SOLOMON,1983.0,2.0,1,44.0,50.0,92.0,100.0,95.0,0.0,0.0,0.0,0.0,1980.0,0.0
Glenn LAYENDECKER,1983.0,4.0,1,41.0,41.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,1.0
Robert CRATES,1984.0,1.0,1,62.0,62.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Paul STOFFEL,1984.0,2.0,1,23.0,25.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,1980.0,0.0
William FORSTMANN,1984.0,1.0,1,7.0,8.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,1980.0,0.0
Bruce POMPAN,1984.0,4.0,1,58.0,58.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
David BARNES,1984.0,1.0,1,58.0,58.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Bruce HERZOG,1985.0,3.0,1,42.0,42.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
George STANIAR,1985.0,4.0,1,27.0,29.0,69.0,69.0,67.0,0.0,0.0,0.0,0.0,1980.0,0.0
Robert GUDBRANSON,1985.0,1.0,1,43.0,47.0,94.0,100.0,95.0,1.0,0.0,0.0,1.0,1980.0,1.0
Christopher VOJTA,1986.0,2.0,1,76.0,76.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,1.0
Dean CHADWIN,1986.0,1.0,1,50.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Charles DeCELL,1986.0,1.0,1,79.0,79.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,1.0
Philip SIMOTAS,1986.0,1.0,1,57.0,57.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Mark ALEXANDER,1986.0,1.0,1,43.0,43.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
D. Shane READ,1986.0,4.0,1,19.0,25.0,40.0,40.0,45.0,0.0,0.0,0.0,0.0,1980.0,0.0
Daniel SOLOMON,1986.0,4.0,1,57.0,57.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Daniel BROMBERG,1986.0,3.0,1,53.0,53.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Andrew THURSTONE,1987.0,4.0,1,43.0,50.0,73.0,73.0,86.0,0.0,0.0,0.0,0.0,1980.0,0.0
Todd KHOURY,1987.0,4.0,1,55.0,55.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,1980.0,1.0
Douglas ROBSON,1987.0,4.0,1,64.0,64.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Brandon CHABNER,1987.0,2.0,1,60.0,60.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Jacob WEGRZYN,1987.0,4.0,1,54.0,54.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Wayne PACELLE,1987.0,2.0,1,54.0,54.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,1980.0,1.0
Edward BARKIN,1987.0,2.0,1,17.0,18.0,33.0,33.0,42.0,0.0,0.0,0.0,0.0,1980.0,0.0
Grant LITTLE,1987.0,2.0,1,58.0,58.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
John KIM,1988.0,4.0,1,75.0,75.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,1.0
David HOFFMAN,1988.0,1.0,1,54.0,54.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Matthew WHITEHEAD,1988.0,1.0,1,27.0,31.0,34.0,34.0,33.0,0.0,0.0,0.0,0.0,1980.0,0.0
William BENJES,1988.0,4.0,1,15.0,17.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,1980.0,0.0
Stephen DONOVAN,1988.0,2.0,1,60.0,60.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Jonathan ROSENSWEIG,1988.0,3.0,1,30.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,1980.0,0.0
David KATZ,1988.0,1.0,1,70.0,70.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,1.0
Barron FLETCHER,1989.0,3.0,1,53.0,53.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
Christopher TORCHIA,1989.0,2.0,1,68.0,68.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
William SCHIEF,1989.0,1.0,1,22.0,23.0,22.0,22.0,44.0,0.0,0.0,0.0,0.0,1980.0,0.0
Robert LAWRENCE,1989.0,1.0,1,53.0,53.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1980.0,0.0
John ATWATER,1989.0,3.0,1,40.0,50.0,86.0,100.0,95.0,0.0,0.0,0.0,0.0,1980.0,0.0
William SIBOLD,1989.0,4.0,1,40.0,45.0,48.0,80.0,80.0,0.0,0.0,0.0,0.0,1980.0,0.0
Chris ADAMS,1990.0,2.0,1,64.0,64.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
David GOLLOB,1990.0,4.0,1,58.0,58.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,1990.0,1.0
Cameron RAGEN,1990.0,4.0,1,45.0,56.0,82.0,82.0,82.0,1.0,0.0,0.0,1.0,1990.0,1.0
William FEATHERSTON,1990.0,4.0,1,16.0,16.0,32.0,32.0,37.0,0.0,0.0,0.0,0.0,1990.0,0.0
Scott BEERS,1990.0,1.0,1,64.0,64.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Edward KAPLAN,1991.0,2.0,1,15.0,15.0,30.0,30.0,37.0,0.0,0.0,0.0,0.0,1990.0,0.0
Paul JAMIESON,1991.0,2.0,1,46.0,46.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,1990.0,1.0
Daniel ENGLANDER,1991.0,3.0,1,14.0,8.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,1990.0,0.0
Richard THEOBALD,1991.0,4.0,1,41.0,46.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,1990.0,0.0
Craig KENNEDY,1991.0,3.0,1,54.0,54.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Kenneth KATZ,1992.0,1.0,1,59.0,67.0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,1990.0,0.0
Daniel GORDON,1992.0,3.0,1,62.0,62.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Jason HALPERIN,1992.0,1.0,1,42.0,50.0,88.0,100.0,95.0,0.0,0.0,0.0,0.0,1990.0,0.0
Shubert KOONG,1992.0,2.0,1,69.0,69.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Jeffrey LESLIE,1992.0,2.0,1,64.0,64.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Robert MORSE,1992.0,4.0,1,48.0,56.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,1990.0,0.0
Ian SHAPIRO,1992.0,1.0,1,45.0,45.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Matthew QUALL,1993.0,4.0,1,52.0,60.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,1990.0,1.0
Neal KAUFMAN,1993.0,1.0,1,50.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Marc HOWARD,1993.0,4.0,1,55.0,55.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Stephen GRIESEMER,1994.0,4.0,1,53.0,53.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,1990.0,1.0
Robert POHLY,1994.0,4.0,1,17.0,17.0,25.0,25.0,24.0,0.0,0.0,0.0,0.0,1990.0,0.0
Mark BRITTAN,1994.0,1.0,1,26.0,33.0,27.0,27.0,38.0,0.0,0.0,0.0,0.0,1990.0,0.0
Chi-Wai LAM,1994.0,2.0,1,73.0,73.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,1.0
Raj VASWANI,1994.0,1.0,1,45.0,45.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Juan ROSSELLO,1994.0,4.0,1,29.0,31.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,1990.0,0.0
Adam MANDELL,1995.0,4.0,1,18.0,20.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,1990.0,0.0
Royal HANSEN,1995.0,1.0,1,58.0,58.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Damon LaTANZI,1996.0,4.0,1,67.0,69.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,1990.0,0.0
Seth GORDON,1996.0,4.0,1,55.0,55.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Michael SLIMACK,1996.0,4.0,1,60.0,60.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,1990.0,1.0
Aaron LIPSON,1997.0,3.0,1,58.0,58.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,1.0
Scott SEELBACH,1997.0,2.0,1,50.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,1.0
Cullen McMAHON,1997.0,4.0,1,14.0,29.0,30.0,30.0,32.0,0.0,0.0,0.0,0.0,1990.0,0.0
Martin AMANN,1997.0,4.0,1,67.0,67.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Andrew TANG,1998.0,4.0,1,73.0,73.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,1.0
Robert KEITH,1998.0,1.0,1,67.0,67.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,0.0
Mark WARNKEN,1998.0,4.0,1,50.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,1.0
David BEYNET,1999.0,4.0,1,61.0,64.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,1990.0,1.0
Jonathan BEARDSLEY,1999.0,4.0,1,56.0,56.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,1.0
Reid LERNER,1999.0,4.0,1,55.0,55.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1990.0,1.0
Bartol LETICA,2000.0,1.0,1,62.0,62.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2000.0,1.0
Eli WEISS,2002.0,1.0,1,56.0,56.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2000.0,1.0
Christopher SHACKELTON,2002.0,4.0,1,20.0,21.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,2000.0,0.0
Ryan COYLE,2002.0,4.0,1,48.0,60.0,83.0,100.0,90.0,1.0,0.0,0.0,1.0,2000.0,1.0
Gabriel GOLDSTEIN,2002.0,4.0,1,39.0,43.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,2000.0,1.0
Steven BERKE,2003.0,3.0,1,61.0,64.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,2000.0,1.0
Ben WOODHOUSE,2003.0,3.0,1,38.0,38.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2000.0,1.0
Prateek TANDON,2003.0,3.0,1,64.0,64.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2000.0,1.0
Mark DINNER,2003.0,1.0,1,55.0,55.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2000.0,1.0
Neil TOLANEY,2004.0,4.0,1,50.0,50.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,2000.0,1.0
Dan ARELLANO,2004.0,4.0,1,37.0,42.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,2000.0,1.0
Dustin WEST,2004.0,2.0,1,54.0,64.0,62.0,71.0,67.0,0.0,0.0,0.0,0.0,2000.0,0.0
Andrew ROSENFELD,2004.0,4.0,1,50.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2000.0,1.0
David GOLDMAN,2004.0,4.0,1,54.0,54.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,2000.0,1.0
Daniel CLEMENS,2005.0,1.0,1,57.0,57.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,2000.0,1.0
Andrew ARONS,2005.0,4.0,1,67.0,67.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,2000.0,1.0
Ryan MURPHY,2005.0,4.0,1,55.0,55.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2000.0,1.0
Johnny LU,2005.0,4.0,1,17.0,22.0,35.0,35.0,28.0,0.0,0.0,0.0,0.0,2000.0,0.0
Matthew FELDMAN,2006.0,4.0,1,44.0,50.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,2000.0,1.0
Milosz GUDZOWSKI,2006.0,4.0,1,50.0,50.0,100.0,100.0,100.0,1.0,0.0,0.0,1.0,2000.0,1.0
William VIDAL,2006.0,4.0,1,51.0,69.0,74.0,100.0,90.0,1.0,0.0,0.0,1.0,2000.0,1.0
Rowan REYNOLDS,2006.0,4.0,1,64.0,88.0,67.0,83.0,90.0,1.0,0.0,0.0,1.0,2000.0,1.0
Brandon WAI,2007.0,4.0,1,86.0,90.0,90.0,90.0,90.0,1.0,0.0,0.0,1.0,2000.0,1.0
Christopher LAWLER,2007.0,3.0,1,72.0,72.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2000.0,1.0
Joseph VELLANIKARAN,2008.0,4.0,1,29.0,31.0,91.0,91.0,91.0,0.0,0.0,0.0,0.0,2000.0,1.0
Rory GREEN,2008.0,4.0,1,60.0,60.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2000.0,1.0
Thomas SANTORO,2009.0,4.0,1,57.0,57.0,100.0,100.0,100.0,1.0,1.0,0.0,1.0,2000.0,1.0
Joshua LEDERMAN,2009.0,4.0,1,22.0,25.0,37.0,37.0,44.0,0.0,0.0,0.0,0.0,2000.0,0.0
Jeff DAWSON,2009.0,4.0,1,44.0,55.0,88.0,100.0,95.0,1.0,0.0,0.0,1.0,2000.0,1.0
Matthew SCHIMMEL,2010.0,4.0,1,56.0,56.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2010.0,1.0
James DAWSON,2010.0,3.0,1,58.0,58.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2010.0,1.0
Calvin Bennett,2011.0,2.0,1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,2010.0,1.0
Connor Dawson,2011.0,2.0,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,2.0,2010.0,1.0
Matt Schimmel,2011.0,2.0,1,90.0,77.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,2010.0,1.0
Erik Blumenkranz,2012.0,3.0,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,2.0,2010.0,1.0
John Huang,2013.0,4.0,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,2.0,2010.0,1.0
Zachary Dean,2013.0,3.0,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,2.0,2010.0,1.0
Marc Powers,2013.0,4.0,1,82.0,82.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2010.0,1.0
Patrick Chase,2014.0,4.0,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,2.0,2010.0,1.0
Daniel Faierman,2015.0,4.0,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,2.0,2010.0,1.0
Zachary Krumholz,2015.0,4.0,1,90.0,77.0,90.0,90.0,90.0,1.0,0.0,0.0,1.0,2010.0,1.0
Jason Brown,2016.0,4.0,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,2.0,2010.0,1.0
Alex Hagermoser,2017.0,4.0,1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,2010.0,1.0
Photos Photiades,2017.0,4.0,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,2.0,2010.0,1.0
Charlie Adams,2017.0,2.0,1,92.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,2010.0,1.0
Stefan Doehler,2018.0,4.0,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,2.0,2010.0,1.0
Fedor Andrienko,2018.0,4.0,1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,2010.0,1.0
Nathan Brown,2019.0,4.0,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,2.0,2010.0,1.0
Dennis Wang,2019.0,4.0,1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,2010.0,1.0
Andrew Heller,2020.0,4.0,1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,2020.0,1.0
Arnav Dhingra,2020.0,2.0,1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,2020.0,1.0
Camille Kima,2020.0,2.0,1,23.0,25.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,2020.0,0.0
Louis Siegler,2020.0,1.0,1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,2020.0,1.0
Daniel Gale,2020.0,1.0,1,67.0,73.0,67.0,71.0,67.0,0.0,0.0,0.0,0.0,2020.0,0.0
Dylan King,2020.0,4.0,1,78.0,88.0,82.0,83.0,82.0,1.0,0.0,0.0,1.0,2020.0,1.0
Ryan Cheng,2020.0,4.0,1,63.0,67.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,2020.0,0.0
Michael Sun,2020.0,2.0,1,86.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,2020.0,1.0
Cody Lin,2020.0,3.0,1,80.0,86.0,86.0,86.0,86.0,1.0,0.0,0.0,1.0,2020.0,1.0
Alan Sou,2020.0,3.0,1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,2020.0,1.0
